,Predicted Data,Original Label
472,"[[0.2581629157066345, 0.46780818700790405, 0.4236984848976135], [0.4893777370452881, 0.7880973815917969, 0.41633856296539307]]","[[0.26056337356567383, 0.5, 0.6071428656578064], [0.5035211443901062, 0.75, 0.25]]"
473,"[[0.07716438174247742, 0.9826057553291321, 0.3986659646034241], [0.10647868365049362, 0.47059616446495056, 0.41846466064453125]]","[[0.05281690135598183, 1.0, 0.3571428656578064], [0.07394365966320038, 0.5, 0.59375]]"
474,"[[0.2630722224712372, 0.7508046627044678, 0.4142317771911621], [0.15920765697956085, 0.4967714548110962, 0.41792118549346924]]","[[0.27112674713134766, 0.75, 0.5044642686843872], [0.13732394576072693, 0.5, 0.4330357015132904]]"
475,"[[0.3012335002422333, 0.7586981058120728, 0.41458940505981445], [0.07739605009555817, 0.7663419246673584, 0.41021743416786194]]","[[0.30985915660858154, 0.75, 0.4866071343421936], [0.05281690135598183, 0.75, 0.4107142984867096]]"
476,"[[0.14470833539962769, 0.7622687816619873, 0.41093510389328003], [0.11868903785943985, 0.7682244777679443, 0.40983349084854126]]","[[0.13732394576072693, 0.75, 0.4196428656578064], [0.10211267322301865, 0.75, 0.3705357015132904]]"
477,"[[0.07807804644107819, 0.9796205759048462, 0.3986157476902008], [0.3573334217071533, 0.7687183618545532, 0.4139118194580078]]","[[0.05985915660858154, 1.0, 0.4151785671710968], [0.3697183132171631, 0.75, 0.3883928656578064]]"
478,"[[0.3402795195579529, 0.7681413292884827, 0.41423484683036804], [0.2561000883579254, 0.7592130899429321, 0.41351738572120667]]","[[0.35211268067359924, 0.75, 0.4107142984867096], [0.26408451795578003, 0.75, 0.4732142984867096]]"
479,"[[0.21615839004516602, 0.48548048734664917, 0.42022639513015747], [0.268730103969574, 0.7669931054115295, 0.41180527210235596]]","[[0.2112676054239273, 0.5, 0.4821428656578064], [0.27816900610923767, 0.75, 0.3794642984867096]]"
480,"[[0.20748209953308105, 0.9993898272514343, 0.3954311013221741], [0.18779316544532776, 0.7665027379989624, 0.4117053747177124]]","[[0.2077464759349823, 1.0, 0.2366071492433548], [0.18661971390247345, 0.75, 0.40625]]"
481,"[[0.08763384073972702, 0.7680668234825134, 0.4104248285293579], [0.7617794871330261, 0.7544350624084473, 0.4345569610595703]]","[[0.06338027864694595, 0.75, 0.3794642984867096], [0.7605633735656738, 0.75, 0.5223214030265808]]"
482,"[[0.16239145398139954, 0.9788383841514587, 0.39908933639526367], [0.8987762331962585, 0.7772247791290283, 0.4390990734100342]]","[[0.1619718372821808, 1.0, 0.4732142984867096], [0.9154929518699646, 0.75, 0.3303571343421936]]"
483,"[[0.1912045031785965, 0.7647160291671753, 0.41081923246383667], [0.496405690908432, 0.7556137442588806, 0.42041605710983276]]","[[0.18661971390247345, 0.75, 0.40625], [0.5035211443901062, 0.75, 0.5]]"
484,"[[0.4726038873195648, 0.7663997411727905, 0.4179680347442627], [0.26542171835899353, 0.9813541173934937, 0.3982517719268799]]","[[0.48591548204421997, 0.75, 0.4241071343421936], [0.27816900610923767, 1.0, 0.5133928656578064]]"
485,"[[0.3541649281978607, 0.48270383477211, 0.42604124546051025], [0.2771049737930298, 0.7533429861068726, 0.41425877809524536]]","[[0.3661971688270569, 0.5, 0.5044642686843872], [0.2852112650871277, 0.75, 0.5]]"
486,"[[0.5034722089767456, 0.9821666479110718, 0.40130099654197693], [0.8031318783760071, 0.9557464718818665, 0.4166404604911804]]","[[0.51408451795578, 1.0, 0.4196428656578064], [0.7992957830429077, 1.0, 0.5580357313156128]]"
487,"[[0.4980597496032715, 0.768156111240387, 0.4193655252456665], [0.1354932188987732, 0.7791896462440491, 0.4094158113002777]]","[[0.5070422291755676, 0.75, 0.3839285671710968], [0.11971831321716309, 0.75, 0.2633928656578064]]"
488,"[[0.07116733491420746, 0.9828857183456421, 0.4000279903411865], [0.2662462592124939, 0.996166467666626, 0.39562568068504333]]","[[0.05281690135598183, 1.0, 0.40625], [0.27112674713134766, 1.0, 0.2589285671710968]]"
489,"[[0.21708501875400543, 0.990168571472168, 0.3951249122619629], [0.09405624866485596, 0.9799892902374268, 0.397915244102478]]","[[0.21830986440181732, 1.0, 0.3169642984867096], [0.07746478915214539, 1.0, 0.40625]]"
490,"[[0.1219358891248703, 0.9866047501564026, 0.39930176734924316], [0.4102920591831207, 0.9868289232254028, 0.39995241165161133]]","[[0.10915493220090866, 1.0, 0.3839285671710968], [0.4190140962600708, 1.0, 0.4196428656578064]]"
491,"[[0.34549638628959656, 0.9900294542312622, 0.39741700887680054], [0.3444068133831024, 0.016314031556248665, 0.4229660630226135]]","[[0.35211268067359924, 1.0, 0.3392857015132904], [0.38732394576072693, 0.0, 0.4464285671710968]]"
492,"[[0.2605854868888855, 0.7554497718811035, 0.413970947265625], [0.3079344928264618, 0.7574799656867981, 0.4147419333457947]]","[[0.26760563254356384, 0.75, 0.4776785671710968], [0.31690141558647156, 0.75, 0.4642857015132904]]"
493,"[[0.10026282072067261, 0.7633296251296997, 0.4108273983001709], [0.47104084491729736, 0.7302033305168152, 0.4240294098854065]]","[[0.08802817016839981, 0.75, 0.4107142984867096], [0.47887325286865234, 0.75, 0.6875]]"
494,"[[0.272739440202713, 0.9980853199958801, 0.3952988386154175], [0.21591977775096893, 0.985899806022644, 0.39856988191604614]]","[[0.27464789152145386, 1.0, 0.2276785671710968], [0.21830986440181732, 1.0, 0.4196428656578064]]"
495,"[[0.6853027939796448, 0.09046362340450287, 0.4492145776748657], [0.21371446549892426, 0.7386088371276855, 0.4159134030342102]]","[[0.8239436745643616, 0.0, 0.4107142984867096], [0.22183097898960114, 0.75, 0.6116071343421936]]"
496,"[[0.779831051826477, 0.9675227999687195, 0.4121134281158447], [0.5196147561073303, 0.5130674242973328, 0.4311038851737976]]","[[0.7781690359115601, 1.0, 0.4285714328289032], [0.5387324094772339, 0.5, 0.3973214328289032]]"
497,"[[0.653742253780365, 0.7369668483734131, 0.43009066581726074], [0.5837176442146301, 0.7819737792015076, 0.4188433289527893]]","[[0.6478873491287231, 0.75, 0.6428571343421936], [0.591549277305603, 0.75, 0.2767857015132904]]"
498,"[[0.07892860472202301, 0.7628055810928345, 0.41058242321014404], [0.22379328310489655, 0.7587112784385681, 0.41250839829444885]]","[[0.056338027119636536, 0.75, 0.3928571343421936], [0.22887323796749115, 0.75, 0.4375]]"
499,"[[0.2023175060749054, 0.7559467554092407, 0.41296327114105225], [0.34138938784599304, 0.5122588872909546, 0.42261940240859985]]","[[0.2077464759349823, 0.75, 0.4732142984867096], [0.35211268067359924, 0.5, 0.3214285671710968]]"
